index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,totals,weekday,Start_Lon_mean,Start_Lat_mean,End_Lon_mean,End_Lat_mean,Start_Lon_std,Start_Lat_std,End_Lon_std,End_Lat_std,Start_Lon_meanAM,Start_Lat_meanAM,End_Lon_meanAM,End_Lat_meanAM,Start_Lon_stdAM,Start_Lat_stdAM,End_Lon_stdAM,End_Lat_stdAM,Start_Lon_meanPM,Start_Lat_meanPM,End_Lon_meanPM,End_Lat_meanPM,Start_Lon_stdPM,Start_Lat_stdPM,End_Lon_stdPM,End_Lat_stdPM,cluster_id
2018-01-11,174.0,86.0,35.0,27.0,44.0,265.0,1015.0,2118.0,3907.0,2689.0,1327.0,1175.0,1359.0,1433.0,1625.0,1800.0,2154.0,3523.0,3385.0,2183.0,1454.0,956.0,760.0,467.0,33961,3,-73.98326704005646,40.738793724733966,-73.98360251940213,40.73850674207173,0.01771203133312126,0.028506305413467,0.01788492736424383,0.028182462993409405,-73.98177579236477,40.73856397104422,-73.98544242415284,40.73732895085475,0.017810427048467397,0.03030225790753828,0.017220861170350092,0.026671989895370708,-73.98447670522995,40.738471088965895,-73.98302634855769,40.73866685129271,0.017308768368374434,0.02704054825800244,0.0179235181130765,0.02899329891614005,1
2018-01-12,227.0,117.0,63.0,35.0,47.0,253.0,831.0,1538.0,2640.0,1837.0,986.0,935.0,824.0,768.0,510.0,806.0,1785.0,2763.0,2335.0,967.0,924.0,443.0,357.0,263.0,22254,4,-73.98316479300006,40.73724082894307,-73.98350658469903,40.737236116496675,0.01766321505122004,0.028512039203925924,0.0177970701821743,0.028379789043833457,-73.98190488654552,40.735715553464345,-73.98494373427438,40.736019273547285,0.01775779098171721,0.029648521235063126,0.017326657049015558,0.02683482956632055,-73.98461590781113,40.73848350169367,-73.98344931208595,40.73841311578013,0.0169811755911611,0.0268211372198887,0.017612273848416047,0.02873873142077672,1
2018-01-13,270.0,164.0,105.0,45.0,36.0,57.0,164.0,338.0,645.0,1010.0,1294.0,1486.0,1544.0,1670.0,1613.0,1609.0,1457.0,1043.0,972.0,732.0,543.0,374.0,301.0,288.0,17760,5,-73.98154823940531,40.73496086511475,-73.98223692188694,40.73454764958542,0.01892154424813107,0.03080838502838999,0.01880782376474753,0.030475670357844768,-73.98122434716599,40.73753537031426,-73.98285839976964,40.737147367337094,0.01933799317438968,0.03115983708767778,0.01861881108526721,0.02987886790071786,-73.98236045937705,40.73439132650509,-73.98246490797386,40.734215719141716,0.0185533171384374,0.02995442133892242,0.0187016105425956,0.029906923441059382,2
2018-01-14,199.0,103.0,69.0,44.0,35.0,28.0,64.0,168.0,344.0,565.0,824.0,966.0,1056.0,1165.0,1107.0,1134.0,1037.0,852.0,745.0,585.0,487.0,365.0,274.0,182.0,12398,6,-73.98161268314755,40.73444866516365,-73.98181046141856,40.734082319106896,0.018869829052678425,0.0317218428214965,0.01874825811476145,0.031257207718460515,-73.98044536003428,40.73663444513444,-73.98235969279045,40.73678694199578,0.019637656227111357,0.03235737309574365,0.01936814982860544,0.031184813604591643,-73.98228593403236,40.734162440820185,-73.98204920835101,40.73393248866073,0.01841827949315223,0.031091885459746633,0.018370571234688587,0.03078073617194035,2
2018-01-15,130.0,53.0,31.0,23.0,31.0,84.0,286.0,544.0,944.0,1057.0,933.0,1047.0,1144.0,1227.0,1331.0,1398.0,1350.0,1594.0,1463.0,1132.0,744.0,478.0,389.0,224.0,17637,0,-73.9826453233934,40.73723698809891,-73.98277234427343,40.73690390418237,0.01816250261422268,0.030093484860821283,0.018184209556856085,0.029835195056370726,-73.98143485637948,40.73713021077257,-73.9835677442863,40.737129721058714,0.018358952491753813,0.03148383716538146,0.017299847781776463,0.02916551519580775,-73.98319181857755,40.737612239485934,-73.98255746168667,40.73707634855374,0.017685946810734543,0.028785949864903064,0.018163440845276463,0.02945303175620355,2
2018-01-16,132.0,42.0,21.0,29.0,51.0,298.0,939.0,1945.0,3386.0,2229.0,1107.0,1042.0,1273.0,1340.0,1468.0,1444.0,1891.0,3172.0,3230.0,2066.0,1366.0,903.0,612.0,292.0,30278,1,-73.98342007584492,40.73914416749051,-73.98349515962394,40.738923939782225,0.018397673045468976,0.06195884083758876,0.018484430813686642,0.06182235685608749,-73.98219703558937,40.73853220891896,-73.98526653135187,40.73763943110301,0.017994177789677483,0.030885553118539487,0.017263012396656386,0.027271282243756013,-73.98461125132879,40.7380871359054,-73.98321120604675,40.73837630891151,0.017382964445142413,0.02745523849555036,0.017859747506920227,0.02913354629358723,1
2018-01-17,142.0,68.0,21.0,24.0,36.0,209.0,423.0,763.0,1297.0,1020.0,564.0,465.0,685.0,730.0,1012.0,1051.0,1524.0,2459.0,2455.0,1613.0,999.0,684.0,515.0,251.0,19010,2,-73.98335801516039,40.736376438101026,-73.98308273195835,40.736414848251314,0.017894118762487702,0.02851140894091076,0.01807963004930242,0.028754442690023488,-73.98140583147489,40.73557962411192,-73.98449090238391,40.73575588631286,0.01785380860405718,0.02968980946857735,0.01770755887387395,0.02690179961413175,-73.98445910152074,40.73696337873631,-73.98310701802241,40.7370439174656,0.0177688292386019,0.02764461596090397,0.01805081292727192,0.028944930515796108,1
2018-01-18,113.0,59.0,22.0,20.0,43.0,239.0,834.0,1770.0,3146.0,2215.0,1165.0,1009.0,1122.0,1147.0,1321.0,1398.0,1814.0,2828.0,2744.0,1820.0,1180.0,753.0,583.0,317.0,27662,3,-73.98317659675561,40.73806610512542,-73.98356751654514,40.73792194175128,0.0175611118136276,0.02856499309165623,0.017593563806719188,0.02823061040126015,-73.98180311256787,40.73731659611361,-73.98493186812767,40.73679221410218,0.01757447757787775,0.029970082939978326,0.017126829844153032,0.02700754139863011,-73.98423999611488,40.73832852508771,-73.98335543301565,40.738498384518735,0.017405588171545052,0.02746879201674473,0.017720938292055864,0.028793305480759358,1
2018-01-19,166.0,84.0,38.0,22.0,44.0,236.0,833.0,1817.0,3375.0,2474.0,1272.0,1141.0,1386.0,1388.0,1582.0,1745.0,2202.0,3278.0,2744.0,1793.0,1124.0,773.0,554.0,454.0,30525,4,-73.98326849634174,40.73835233002553,-73.98366616156284,40.73806317516182,0.01770670096001918,0.02867464264586305,0.01770652548229061,0.02823173668338268,-73.98193463326662,40.73852376459227,-73.98493237502366,40.737666860182316,0.01761638472335872,0.030020143977287576,0.017217904375436098,0.0268935124567674,-73.9844842063697,40.73806072794722,-73.98351605390312,40.738137636829904,0.01733264525946646,0.02719029321803279,0.01765184333101479,0.02852038260900938,1
2018-01-20,293.0,192.0,119.0,64.0,60.0,72.0,162.0,383.0,838.0,1317.0,1805.0,2210.0,2491.0,2649.0,2842.0,2676.0,2490.0,1998.0,1560.0,1354.0,979.0,756.0,675.0,522.0,28507,5,-73.981728175196,40.73691162265779,-73.9823637557169,40.736525721290256,0.01909942733064825,0.030918055033106562,0.01896262990603677,0.030644563750659163,-73.98029678364118,40.73687002419104,-73.98253216750162,40.73675843802226,0.019184167933853045,0.032260453856617036,0.018578828207056974,0.03087526261118517,-73.98235074041797,40.7365751024789,-73.9821519967232,40.735926958158224,0.018782943591197726,0.029929817188007662,0.01893219916108486,0.030031116549731545,2
2018-01-21,385.0,270.0,174.0,102.0,64.0,47.0,132.0,361.0,641.0,1167.0,1670.0,2140.0,2511.0,2717.0,2882.0,2732.0,2410.0,1831.0,1755.0,1184.0,961.0,865.0,575.0,332.0,27908,6,-73.9817152099813,40.73637278047679,-73.9819771243366,40.736000334595104,0.01911465260581608,0.031993829393193327,0.019065949280452327,0.031650483082570985,-73.98030998876398,40.73910976386622,-73.98247801916025,40.738516265588586,0.01890312334538569,0.03352346431642843,0.018295775809638155,0.03241599662991917,-73.98258723704956,40.73492640271021,-73.9822162679047,40.734733473643175,0.018814865154054998,0.030886973145952363,0.01891760553893441,0.030888491396626538,2
2018-01-22,173.0,66.0,31.0,21.0,52.0,308.0,1140.0,2392.0,4174.0,2782.0,1391.0,1274.0,1628.0,1598.0,1713.0,1951.0,2378.0,3779.0,3991.0,2410.0,1568.0,971.0,696.0,377.0,36864,0,-73.98371815926126,40.73952211485933,-73.98385110089237,40.73927073151343,0.01888610648739541,0.07980041815320545,0.01893834645114386,0.07970102990207083,-73.98267195313393,40.73806933498253,-73.98618915127841,40.73716625333615,0.01773221914462024,0.030006912613913413,0.016801066780533558,0.0260171826389752,-73.98505640284417,40.737989156403366,-73.98334599907332,40.73834096670152,0.017474958580626587,0.02707315398078426,0.017859088735222326,0.029147911670725675,1
2018-01-23,172.0,85.0,38.0,28.0,49.0,337.0,581.0,1407.0,2199.0,1048.0,821.0,803.0,819.0,1281.0,1699.0,2119.0,2104.0,3498.0,3497.0,2374.0,1530.0,1125.0,754.0,429.0,28797,1,-73.98359883831667,40.73774134892415,-73.98315555963634,40.73760873194738,0.01869733077468724,0.06916132731846761,0.018901865485690453,0.06927377000582274,-73.98107254945191,40.738481522313705,-73.98408878408453,40.738922669216755,0.020289635555635885,0.12226653281909056,0.02027197547784688,0.12162371569399665,-73.98492744159942,40.73601773485208,-73.98305814289697,40.73612084873624,0.017730863483746747,0.028127309772213945,0.018123485284431945,0.029817964142689495,1
2018-01-24,183.0,80.0,41.0,30.0,44.0,343.0,1135.0,2638.0,4456.0,3006.0,1554.0,1377.0,1596.0,1598.0,1653.0,1796.0,2167.0,3518.0,3364.0,2171.0,1365.0,1020.0,614.0,329.0,36078,2,-73.98306918938806,40.73860487610321,-73.98359871434702,40.73830761528344,0.017700995587770548,0.028696476795327275,0.0177695807996557,0.028097631885800497,-73.98192820648462,40.73771502576333,-73.98530404783448,40.73692974791323,0.017760780544254715,0.030126967118321357,0.01728065185973991,0.026711574147876057,-73.98446200599119,40.73848628263353,-73.98324047643709,40.738885025401025,0.017317541705751848,0.026784275965686503,0.01760017553592672,0.028453617108878688,1
2018-01-25,153.0,66.0,26.0,20.0,45.0,288.0,923.0,2013.0,3595.0,2428.0,1206.0,1068.0,1265.0,1356.0,1515.0,1548.0,1950.0,3300.0,3037.0,1988.0,1299.0,947.0,684.0,427.0,31147,3,-73.98321265986999,40.738506712061906,-73.98350737927133,40.73820411679896,0.017503658125513886,0.028578408429548376,0.017559135425047955,0.028231370066410025,-73.9818178269674,40.738387599572725,-73.98491361528298,40.73762384817529,0.017532090538588018,0.029701635323439723,0.017140363626562582,0.026674894652438264,-73.98467920152216,40.738422844471614,-73.98357743217177,40.738542975045135,0.017029090494563463,0.027005904625878614,0.017254581339350945,0.02836204842456565,1
2018-01-26,194.0,101.0,61.0,34.0,62.0,252.0,865.0,1972.0,3528.0,2674.0,1417.0,1309.0,1561.0,1646.0,1828.0,1952.0,2439.0,3416.0,3002.0,1815.0,1097.0,738.0,633.0,477.0,33073,4,-73.98323861857763,40.73877440787308,-73.98360544506718,40.73844677195832,0.01810307809205464,0.053827933025579665,0.018117319579519096,0.05359500219667456,-73.98198361753455,40.73725360913189,-73.9850625720702,40.736500021592576,0.017473132761626566,0.030358822363856813,0.01735542868687227,0.027008060433314798,-73.98451262638812,40.73906551694468,-73.9833533342138,40.739048792037735,0.017367563052501873,0.02722884452485901,0.01759619957761681,0.028805038596081863,1
2018-01-27,309.0,212.0,159.0,83.0,59.0,69.0,171.0,401.0,924.0,1622.0,2001.0,2595.0,3018.0,3342.0,3303.0,3207.0,2964.0,2487.0,2018.0,1655.0,1219.0,984.0,888.0,660.0,34350,5,-73.9818490229884,40.73624571795571,-73.98246085466643,40.735653029447796,0.01893220405779432,0.031973415419952515,0.01892873327697805,0.0316738842997646,-73.98062349197713,40.73933023607045,-73.9827809978757,40.73888003077555,0.01878697249482743,0.033217366427976965,0.01825185246322496,0.03144748226253817,-73.98246712268345,40.73606348577064,-73.98222750289459,40.73511880272782,0.018860834726925783,0.03147556426553059,0.01910221634034928,0.031438620296472555,2
2018-01-28,510.0,246.0,126.0,86.0,33.0,21.0,48.0,135.0,321.0,549.0,917.0,884.0,974.0,1510.0,1831.0,2109.0,2266.0,1971.0,1665.0,1327.0,964.0,717.0,534.0,356.0,20100,6,-73.98203899521306,40.73609523681615,-73.9822359611393,40.73567919680314,0.018847951308931316,0.031081851287132874,0.018992018621242925,0.0309303351113776,-73.98130613866162,40.735849663145814,-73.98319036497288,40.73605267120444,0.01855294720874487,0.033958714580846636,0.018009890783497684,0.03238366915552191,-73.98255296564186,40.73574974575563,-73.98256134121955,40.735264197405705,0.018916951413205853,0.030988130676740007,0.01903451289604337,0.030799653351213676,2
2018-01-29,169.0,97.0,48.0,27.0,60.0,340.0,1144.0,2526.0,4259.0,2929.0,1385.0,1293.0,1461.0,1536.0,1647.0,1836.0,2264.0,3831.0,3827.0,2500.0,1623.0,1026.0,669.0,302.0,36799,0,-73.98338933884499,40.739408557017995,-73.98372302394553,40.73896738428335,0.01849594795428847,0.06736286284914758,0.018524972849102508,0.06718220046597605,-73.98245885532249,40.73814493964161,-73.98580158721984,40.73702792805637,0.017662193754492454,0.03045210965615652,0.0170201946932532,0.026476532500128408,-73.98464390587995,40.738024512776754,-73.98323522807364,40.738248603732025,0.01739742505991063,0.027431297907454813,0.01774869505236334,0.02936933091210647,1
2018-01-30,90.0,40.0,21.0,16.0,35.0,227.0,647.0,1269.0,2440.0,1973.0,1191.0,1100.0,1277.0,1354.0,1408.0,1639.0,2080.0,3203.0,3141.0,1952.0,1217.0,799.0,590.0,287.0,27996,1,-73.98338963919471,40.73818870155834,-73.98355624661146,40.737991356130586,0.017901222297586197,0.04936136670289113,0.017960050969391263,0.0493024593081628,-73.982032700587,40.73735718665427,-73.98515395378762,40.7368722865812,0.017352127155835347,0.029253369872957083,0.017141079118167743,0.026707459482691303,-73.98432829404537,40.738195512833244,-73.98317620728753,40.73819459804654,0.01762639103831784,0.02732833891589022,0.017697366655916032,0.028697043432746663,1
2018-01-31,138.0,61.0,20.0,15.0,48.0,297.0,939.0,1950.0,3476.0,2404.0,1250.0,1067.0,1319.0,1420.0,1487.0,1617.0,2036.0,3216.0,3133.0,2096.0,1355.0,904.0,663.0,365.0,31276,2,-73.98337900235819,40.73877621315877,-73.9835955336101,40.73857579893523,0.018396152400242262,0.07192931278883137,0.018466294286656984,0.07183701366766704,-73.98229310992298,40.73903218409605,-73.98509416791657,40.738613810484246,0.019047873327069004,0.09281214474671394,0.018684863048376167,0.09195140701045937,-73.98444718049565,40.73825776614261,-73.98322875701245,40.738448675171405,0.017149152214540046,0.02698413734660079,0.01743044224389034,0.028700244941337993,1
2018-02-01,184.0,88.0,45.0,28.0,39.0,295.0,1046.0,2299.0,4081.0,2811.0,1374.0,1345.0,1649.0,1595.0,1712.0,1852.0,2355.0,3661.0,3396.0,2187.0,1448.0,1147.0,660.0,264.0,35561,3,-73.9836368852607,40.73816611914453,-73.98397621632022,40.73790538405425,0.017442464882167903,0.02857594921005838,0.017503417566986246,0.02812508688785981,-73.9822635800865,40.737938842649726,-73.985683759081,40.73709790665224,0.017403652712806767,0.02997166561489642,0.016914171989367132,0.02642215467851632,-73.9851094937659,40.73729043421758,-73.98372485182857,40.73765429191092,0.01711191566635718,0.027166055160704798,0.017452893688087986,0.028825878444111032,1
2018-02-02,140.0,46.0,17.0,27.0,40.0,248.0,854.0,1807.0,3291.0,2457.0,1229.0,1167.0,1260.0,1257.0,1317.0,1406.0,1836.0,2609.0,2093.0,1254.0,777.0,484.0,399.0,298.0,26313,4,-73.98307596754374,40.738268973363965,-73.98367860977943,40.738000212347,0.017459187197233612,0.028540084116470545,0.017482168377528473,0.02791332733113816,-73.98193230687673,40.73778861414088,-73.98446096413619,40.73726691773022,0.017633198346771583,0.02998292349734564,0.017304945904676655,0.02686137097393292,-73.98435945604017,40.73838625945749,-73.98375509207081,40.73835079671231,0.017140545539301957,0.026733945462102997,0.01739032627777909,0.02786591459296842,2
2018-02-03,174.0,119.0,72.0,56.0,34.0,46.0,122.0,333.0,585.0,913.0,1220.0,1418.0,1580.0,1625.0,1548.0,1609.0,1547.0,1369.0,1107.0,946.0,679.0,509.0,475.0,299.0,18385,5,-73.98187729583178,40.7353500942651,-73.9823694937382,40.734970976948226,0.018671782906687483,0.03109931909141732,0.018598756087864002,0.030823230330577007,-73.98158769908545,40.73487705964538,-73.98348926666304,40.73505145927461,0.018243414183856284,0.03090576902311322,0.017421959301374274,0.0299314348869563,-73.98247659799318,40.735726472327535,-73.98246314508121,40.735176584697854,0.018541166986558992,0.030852151039044505,0.018465654431498797,0.030876107392385263,2
2018-02-04,260.0,163.0,101.0,66.0,32.0,29.0,88.0,249.0,629.0,1011.0,1404.0,1725.0,1578.0,1298.0,1396.0,1228.0,970.0,515.0,338.0,155.0,104.0,80.0,303.0,237.0,13959,6,-73.98181760943142,40.735426572077436,-73.98216260196094,40.73518055148241,0.018880354104331063,0.03193458054998611,0.01888638052601518,0.031452348697292694,-73.97979495351552,40.739970140819175,-73.98142921969166,40.739800950076045,0.018931316928085192,0.03379020695747472,0.018716691657254318,0.032058337502815684,-73.98255496681907,40.7337440635085,-73.9822960903601,40.73368689726964,0.018466102524309545,0.031135846820818724,0.018649487386746943,0.031597631671139964,2
2018-02-05,126.0,52.0,18.0,29.0,35.0,280.0,885.0,2055.0,3066.0,2295.0,1100.0,973.0,1147.0,1187.0,1253.0,1411.0,1850.0,3160.0,3204.0,1950.0,1266.0,881.0,540.0,305.0,29068,0,-73.98363294887719,40.73870325469204,-73.98379040239281,40.73828488949252,0.01758865715531011,0.04019914978718838,0.017689847104323208,0.039948379728847135,-73.98297304136007,40.73908623088163,-73.98573245991686,40.73783396404989,0.01719092136222072,0.030238352832748932,0.01668900861281972,0.027143886900812292,-73.98469194913079,40.737848127040884,-73.98328739999603,40.738028403336614,0.017212768076835427,0.027457481543816237,0.01753162914886999,0.029055283465032725,0
2018-02-06,130.0,60.0,31.0,14.0,55.0,318.0,1116.0,2416.0,3955.0,2569.0,1244.0,1155.0,1285.0,1355.0,1500.0,1655.0,2082.0,3600.0,3533.0,2267.0,1521.0,1094.0,734.0,413.0,34102,1,-73.98350727138731,40.73863009566862,-73.98365179299056,40.738316040685675,0.017412128964223134,0.028578195343870176,0.01758658951674345,0.02827641314997565,-73.98251100861916,40.73822296423888,-73.98564973728044,40.737441435348465,0.017417792687606716,0.030009965982118993,0.01699285780671918,0.026807370196195997,-73.98448374813012,40.73846671989429,-73.9830552570477,40.738627789507426,0.017104843461769968,0.02720957374516812,0.017635401391075226,0.0288342960961893,1
2018-02-07,178.0,79.0,43.0,24.0,40.0,316.0,1027.0,2164.0,2519.0,1014.0,426.0,366.0,319.0,255.0,285.0,376.0,497.0,744.0,1068.0,1244.0,742.0,648.0,576.0,339.0,15289,2,-73.98266199586675,40.73782986295826,-73.98318805455641,40.73741736199547,0.0177562278220282,0.028726672448609693,0.01783427102477698,0.02796384800500049,-73.9818003588597,40.736604243303226,-73.98489068571382,40.73630077206825,0.017682716124561102,0.02994678124953405,0.017478008738869982,0.026985786480844744,-73.98463788203546,40.737368781237976,-73.98340904096237,40.737168592187295,0.017336967554354592,0.026221518279569738,0.017460190258724386,0.027826708747151097,1
2018-02-08,153.0,84.0,29.0,17.0,41.0,310.0,940.0,1984.0,3528.0,2392.0,1288.0,1145.0,1389.0,1341.0,1512.0,1622.0,2013.0,3324.0,3062.0,2019.0,1375.0,938.0,671.0,385.0,31562,3,-73.98326522887984,40.738957870890715,-73.9835895360524,40.73863701895292,0.018083334901005214,0.0545097292403896,0.0182002902641635,0.054324778377596736,-73.98206368562201,40.737247094416965,-73.9852099900166,40.736546908499975,0.0177595368864233,0.030320228506858726,0.01726621057267683,0.027136678723209896,-73.98452153340453,40.738742614947036,-73.98333326389171,40.73886436102523,0.017124951845569013,0.02674347890282892,0.017493339790128383,0.028291673297054117,1
2018-02-09,158.0,75.0,39.0,36.0,58.0,259.0,924.0,1969.0,3568.0,2475.0,1267.0,1249.0,1424.0,1563.0,1584.0,1777.0,2237.0,3310.0,2691.0,1789.0,1177.0,797.0,633.0,509.0,31568,4,-73.98355234979002,40.73845044066947,-73.98385219836929,40.73810379790721,0.017548697645226576,0.028659163305048106,0.017547996245122925,0.028226191521377206,-73.98230405013337,40.737836378354004,-73.9850246891358,40.73704350253274,0.017517824345253324,0.030141583728297807,0.01700194728710011,0.026989432187217527,-73.98443231586884,40.7388946458292,-73.98347189518147,40.738858488073575,0.017295174042078403,0.02713593432557333,0.017544232383180904,0.028485013720384294,0
